UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
1224,2002106000,605500,1624,5061,1927,0,1927,0,2600,1648,2,6,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.27873,-71.14661,836,West Roxbury,78,44,53,11902,145521,67,82,2,94,2.75,0,5,28233,0,0,2255,0,579800,46707.12987,2791.144538,965.6362038
1225,2002145000,625000,2894,4700,1910,0,1910,0,4808,2831,2,12,5,2,0,2,0,Summer,Jun,Two Fam Stack,2132,104,0,R2,R,TF,H,M,1,0,42.28049,-71.14969,1054,West Roxbury,78,44,53,12127,145521,67,82,2,94,2.75,0,5,28568,0,0,3262,0,693900,46889.06239,2961.500976,1166.925735
1226,2002163000,585000,2592,4668,1920,0,1920,0,4490,2592,2,12,5,2,0,2,0,Summer,Aug,Two Fam Stack,2132,104,1,R2,R,TF,H,M,1,0,42.28059,-71.15019,1143,West Roxbury,78,44,53,12213,110543,67,73,3,90,3,0,4,28431,0,0,3401,0,701900,46965.72996,3005.38073,1253.228869
1227,2002177000,712200,2642,11700,1880,0,1880,0,4521,2642,2,10,4,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,F,1,0,42.28221,-71.15285,557,West Roxbury,78,44,53,12464,110543,67,73,3,90,3,0,4,27601,0,0,4303,0,771180,47119.65434,2848.306541,1222.197932
1228,2002218000,925000,3048,12000,1920,2005,2005,0,5180,3048,2,10,6,1,0,1,1,Fall,Nov,Colonial,2132,101,1,R1,R,CL,H,F,1,0,42.27993,-71.15099,1120,West Roxbury,78,44,53,12531,110543,67,73,3,90,3,0,4,27657,0,0,3518,0,633900,47287.3734,3103.778713,1570.775513
1229,2002223000,560000,2176,12449,1920,0,1920,0,3464,2176,2,8,4,1,1,1,1,Fall,Oct,Colonial,2132,101,1,R1,R,CL,G,A,1,0,42.28003,-71.15146,991,West Roxbury,78,44,53,12610,110543,67,73,3,90,3,0,4,27630,0,0,3650,0,706900,47358.17145,3078.609535,1650.976918
1230,2002235000,887900,3355,10085,1892,0,1892,0,5975,3355,2,10,3,2,1,1,2,Fall,Nov,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28235,-71.1539,321,West Roxbury,78,44,53,12677,110543,67,73,3,90,3,0,4,27415,0,0,4581,0,736040,47302.83905,2837.973667,934.8678323
1231,2002321000,680000,2623,8192,1900,0,1900,0,4616,2443,2,9,4,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.28105,-71.15448,116,West Roxbury,78,44,53,13065,126250,67,68,4,96,1.86,0,4,27327,0,0,4544,0,777620,47729.65495,2965.983671,957.6743151
1232,2002442000,570000,1504,5225,1930,0,1930,0,2448,1504,2,7,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,B,1,0,42.27835,-71.15054,1216,West Roxbury,78,44,53,12795,126250,67,68,4,96,1.86,0,4,27241,0,0,3262,0,693900,47582.47083,3168.527441,1853.922294
1233,2002546000,725000,2158,5922,1937,2003,2003,0,3469,2158,2,9,4,2,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,F,1,1,42.27619,-71.14953,956,West Roxbury,78,44,53,13111,126250,67,68,4,96,1.86,0,5,27126,0,0,2958,0,482200,47916.7587,3415.900025,2140.461816
1234,2002609000,433500,1404,5800,1924,0,1924,0,2288,1404,2,6,3,1,0,1,0,Summer,Jul,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.27397,-71.14809,763,West Roxbury,78,44,53,13408,83250,40,92,2,74,1.91,0,5,27958,0,0,2772,0,510300,48194.946,3657.310084,2064.765347
1235,2002697000,529000,1586,8088,1910,1993,1993,0,2346,1586,2,6,3,1,1,1,0,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.27345,-71.14696,661,West Roxbury,78,44,53,13341,83250,40,92,2,74,1.91,0,5,28603,0,0,2580,0,438200,48109.53247,3678.884711,1832.925727
1236,2002858003,512500,2392,8213,1950,0,1950,0,3780,2392,2,11,5,2,0,2,0,Winter,Dec,Two Fam Stack,2132,104,1,R2,R,TF,H,B,1,0,42.27408,-71.14946,733,West Roxbury,78,44,53,13636,83250,40,92,2,74,1.91,0,5,30226,0,0,3104,0,462700,48433.28636,3714.441277,2417.895832
1237,2002872010,670000,2180,6454,1994,2005,2005,0,3038,2180,2,8,4,2,2,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,M,1,1,42.27187,-71.15033,233,West Roxbury,78,44,53,14381,57292,42,1,1,76,1.79,0,1,30754,0,0,3658,0,420200,49163.41965,3605.689717,2898.793845
1238,2003026000,525000,2534,4395,1920,0,1920,0,4406,2534,2,12,4,2,0,2,0,Spring,Mar,Two Fam Stack,2132,104,1,R2,R,TF,H,M,1,0,42.2648,-71.153739,120,West Roxbury,78,44,53,16610,57292,42,1,1,76,1.79,0,1,31029,0,0,5954,0,428800,51639.5963,2061.002801,5176.495738
1239,2003090000,549000,2184,3673,1929,2011,2011,1,3494,2184,2,10,4,2,0,2,0,Spring,May,Two Fam Stack,2132,104,0,R2,R,TF,H,M,1,0,42.26494,-71.15802,78,West Roxbury,78,44,53,17651,57292,42,1,1,76,1.79,0,1,29242,0,0,6813,0,475400,52418.76751,2101.020768,4541.975356
1240,2003091000,530000,2178,3782,1929,0,1929,0,3485,2178,2,10,4,2,0,2,0,Summer,Jul,Two Fam Stack,2132,104,0,R2,R,TF,H,M,1,0,42.26505,-71.15808,93,West Roxbury,78,44,53,17632,57292,42,1,1,76,1.79,0,1,31052,0,0,6801,0,479200,52402.05629,2112.112956,4502.563211
1241,2003092000,412000,2671,3847,1912,1980,1980,0,4120,2671,2,15,7,2,1,2,0,Summer,Aug,Two Fam Stack,2132,104,1,R2,R,TF,G,W,1,0,42.26516,-71.15811,53,West Roxbury,78,44,53,17608,57292,42,1,1,76,1.79,0,1,33572,0,0,6783,0,502800,52379.60568,2120.572049,4469.029427
1242,2003148000,400000,1109,4336,1945,0,1945,0,2480,1109,1,7,2,1,0,1,1,Winter,Dec,Cape,2132,101,1,R1,R,CP,G,W,1,0,42.27121,-71.16155,263,West Roxbury,78,44,53,16752,57292,42,1,1,76,1.79,0,6,32890,0,0,6540,0,436300,51537.50515,2646.883236,2256.191026
1243,2003150000,388500,1400,4355,1925,0,1925,0,3118,1400,1,7,4,1,1,1,1,Spring,Mar,Bungalow,2132,101,1,R1,R,BW,H,W,1,0,42.27143,-71.16148,343,West Roxbury,78,44,53,16686,57292,42,1,1,76,1.79,0,6,32698,0,0,6497,0,438600,51469.5916,2629.949039,2212.516042
1244,2003181020,580000,1776,6525,1925,0,1925,0,2585,1430,2,7,2,1,0,1,1,Summer,Aug,Colonial,2132,101,1,R1,R,CL,H,W,1,0,42.27148,-71.15947,23,West Roxbury,78,44,53,16260,57292,42,1,1,76,1.79,0,6,32831,0,0,5975,0,413300,51055.58847,2708.918795,2390.727084
1245,2003212000,435000,1628,5006,1951,2000,2000,0,2602,1628,2,8,3,1,1,1,0,Spring,Apr,Colonial,2132,101,1,R1,R,CL,G,W,1,1,42.27223,-71.15905,81,West Roxbury,78,44,53,15995,57292,42,1,1,76,1.79,0,6,35041,0,0,5781,0,442300,50787.06965,2729.754645,2164.594767
1246,2003298000,370000,1092,4674,1960,0,1960,0,2283,1092,1,5,2,1,0,1,1,Fall,Nov,Bungalow,2132,101,0,R1,R,BW,H,M,1,0,42.27269,-71.15046,195,West Roxbury,78,44,53,14188,57292,42,1,1,76,1.79,0,1,34376,0,0,3549,0,480200,48979.96804,3671.910096,2816.441429
1247,2003299000,400000,1155,5652,1961,0,1961,0,2643,1155,1,6,2,1,1,1,1,Spring,May,Cape,2132,101,1,R1,R,CP,L,W,1,0,42.27256,-71.15036,188,West Roxbury,78,44,53,14204,57292,42,1,1,76,1.79,0,1,33596,0,0,3545,0,474200,48993.56961,3675.684943,2807.915122
1248,2003366000,465000,1778,4993,1965,0,1965,0,2742,1778,1,8,4,2,0,1,0,Summer,Jun,Raised Ranch,2132,101,1,R1,R,RR,H,W,1,1,42.26665,-71.15338,171,West Roxbury,78,44,53,16353,57292,42,1,1,76,1.79,0,1,33554,0,0,5448,0,440800,51090.45425,2299.66227,4589.115462
1249,2003499000,0,2372,7923,1925,0,1925,0,3204,1998,2,8,4,1,1,1,2,Summer,Aug,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.27621,-71.15209,391,West Roxbury,78,44,53,13620,115547,63,90,1,90,1.09,0,4,47660,0,0,3648,0,512500,48418.6939,3249.679801,2197.639768
1250,2003513000,510000,1152,4037,1935,0,1935,0,1756,1152,2,6,3,1,0,1,0,Fall,Oct,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.27545,-71.15186,286,West Roxbury,78,44,53,13758,115547,63,90,1,90,1.09,0,4,32948,0,0,3616,0,512500,48561.35799,3349.150916,2377.8897
1251,2003577001,375000,1428,4856,1964,0,1964,0,2428,1564,2,7,4,1,1,1,1,Winter,Jan,Colonial,2132,101,0,R1,R,CL,G,W,1,0,42.27998,-71.15799,224,West Roxbury,78,44,53,14074,115547,63,90,1,90,1.09,0,4,33204,0,0,5355,0,643200,48705.6049,2935.652627,116.4550122
1252,2003589000,385000,1112,3765,1950,0,1950,0,2415,1112,1,7,3,2,1,2,1,Spring,Mar,Ranch,2132,101,0,R1,R,RN,G,W,1,0,42.27473,-71.15066,525,West Roxbury,78,44,53,13700,115547,63,90,1,90,1.09,0,4,33065,0,0,3348,0,503500,48504.41259,3522.809877,2691.295198
1253,2003594001,700000,1665,18818,1950,1995,1995,0,4390,1665,1,8,2,1,1,1,1,Summer,Aug,Ranch,2467,101,0,R1,R,RN,G,M,1,0,42.30058,-71.12958,422,West Roxbury,78,44,53,4166,65368,49,88,4,91,1.4,0,3,32410,0,0,8357,0,866980,37996.31689,3640.106685,442.9020725
1254,2003641002,620000,1767,6035,1953,0,1953,0,2933,1767,2,7,4,1,1,1,1,Fall,Sep,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.29362,-71.14412,165,West Roxbury,78,44,53,8511,65368,49,88,4,91,1.4,0,1,34920,0,0,5898,0,545800,42652.04053,4068.147888,562.6536572
1255,2003696000,1100000,2532,9439,1955,0,1955,0,2424,1120,1,5,2,1,0,1,1,Fall,Sep,Colonial,2132,101,1,R1,R,CP,G,W,1,0,42.29488,-71.13742,354,West Roxbury,78,44,53,6645,65368,49,88,4,91,1.4,0,3,35087,0,0,6035,0,548980,40953.10739,4180.050882,385.8581415
1256,2003802000,400000,1188,3892,1924,0,1924,0,1960,1188,2,7,2,1,1,1,0,Fall,Sep,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29429,-71.14256,303,West Roxbury,78,44,53,8035,65368,49,88,4,91,1.4,0,1,35092,0,0,6010,0,595800,42169.64643,4195.902685,1040.15423
1257,2003828000,443000,1583,7500,1945,0,1945,0,3521,1583,1,6,3,2,0,1,1,Winter,Feb,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.29374,-71.14266,399,West Roxbury,78,44,53,8122,65368,49,88,4,91,1.4,0,1,34530,0,0,5823,0,587200,42315.76793,4090.642407,957.9306131
1258,2003844000,633000,1782,6906,1937,2002,2002,0,2502,1782,2,7,3,2,1,1,1,Summer,Jul,Colonial,2467,101,1,R1,R,CL,G,W,1,0,42.29862,-71.14399,526,West Roxbury,78,44,53,8104,65368,49,88,4,91,1.4,0,1,34143,0,0,7636,0,602600,41516.94885,4585.087429,2043.490837
1259,2003891000,0,2801,5696,1940,2003,2003,0,4149,2399,1.5,9,5,2,1,1,1,Fall,Oct,Colonial,2467,101,0,R1,R,CV,G,W,1,0,42.29899,-71.14429,531,West Roxbury,78,44,53,8173,65368,49,88,4,91,1.4,0,1,46230,0,0,7786,0,499200,41502.44413,4641.556767,2152.829171
1261,2003901000,400000,1568,3127,1960,1994,1994,0,2159,1568,1,5,2,1,1,1,0,Fall,Oct,Split Level,2467,101,1,R1,R,SL,G,M,1,1,42.29769,-71.14528,96,West Roxbury,78,44,53,8490,65368,49,88,4,91,1.4,0,1,35087,0,0,7406,0,652400,41999.06547,4490.449396,1636.795125
1262,2003966000,459000,1401,5000,1930,0,1930,0,2917,1651,2,7,3,1,1,1,1,Spring,Apr,Colonial,2132,101,1,R1,R,CL,L,M,1,0,42.295,-71.14897,500,West Roxbury,78,44,53,9647,65368,49,88,4,91,1.4,0,1,35287,0,0,6888,0,575700,43385.20363,3923.323074,998.5665158
1263,2004020000,0,1448,5000,1920,0,1920,0,2345,1448,2,6,3,1,0,1,1,Spring,Mar,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.2958,-71.14809,229,West Roxbury,78,44,53,9353,65368,49,88,4,91,1.4,0,1,47489,0,0,7041,0,575700,43020.04024,4233.371276,1070.974904
1264,2004043000,440000,1352,5000,1940,0,1940,0,2280,1352,2,7,3,1,1,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29525,-71.15048,589,West Roxbury,78,44,53,10027,92031,54,29,5,91,1.64,0,1,34876,0,0,7167,0,585480,43658.96796,3911.006947,1383.922038
1265,2004056000,591000,1580,5000,1926,0,1926,0,2688,1580,2,9,3,1,0,1,0,Winter,Dec,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29423,-71.15007,700,West Roxbury,78,44,53,10001,92031,54,29,5,91,1.64,0,1,34878,0,0,6791,0,521780,43791.61142,3614.293564,1117.869957
1266,2004062000,555000,1558,4750,1910,2002,2002,0,2810,1558,2,7,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.29344,-71.14978,791,West Roxbury,78,44,53,9998,92031,54,29,5,91,1.64,0,1,34923,0,0,6505,0,585480,43902.35889,3417.473304,928.6703056
1267,2004068000,0,1591,5000,1936,0,1936,0,2481,1591,2,7,3,1,1,1,0,Winter,Jan,Colonial,2132,101,1,R1,R,CL,H,W,1,0,42.29345,-71.15029,653,West Roxbury,78,44,53,10130,92031,54,29,5,91,1.64,0,1,48645,0,0,6583,0,585480,44010.13032,3376.826366,1058.825809
1268,2004094000,599900,1835,5000,1930,0,1930,0,3527,1835,2,7,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29366,-71.15145,336,West Roxbury,78,44,53,10414,92031,54,29,5,91,1.64,0,1,35106,0,0,6822,0,535800,44214.99308,3362.224767,1380.143739
1269,2004207000,722500,1901,5760,1920,2008,2008,1,3476,1901,2,8,4,1,1,1,0,Winter,Dec,Colonial,2132,101,0,R1,R,CL,G,M,1,1,42.29322,-71.14826,424,West Roxbury,78,44,53,9625,65368,49,88,4,91,1.4,0,1,34957,0,0,6226,0,546000,43624.44309,3512.322207,520.2430996
1270,2004221000,570000,1716,5500,1920,0,1920,0,2846,1716,2,8,3,1,1,1,1,Spring,May,Colonial,2132,101,1,R1,R,CL,H,M,1,0,42.29326,-71.14688,78,West Roxbury,78,44,53,9263,65368,49,88,4,91,1.4,0,1,33823,0,0,6065,0,731100,43320.35205,3674.461929,185.7576208
1271,2004238012,1299000,4037,46411,1940,0,1940,0,7144,4037,2,8,5,3,1,1,3,Fall,Sep,Colonial,2132,101,1,R1,R,CL,H,B,1,0,42.29072,-71.14631,88,West Roxbury,78,44,53,9436,108214,60,81,3,93,2.84,0,1,36318,0,0,5173,0,657300,43775.13054,3278.06927,189.1996473
1272,2004243000,740000,2107,7850,1935,2008,2008,1,3286,2107,1.5,7,3,2,1,1,1,Summer,Aug,Cape,2132,101,1,R1,R,CP,G,M,1,0,42.28952,-71.1441,715,West Roxbury,78,44,53,9077,108214,60,81,3,93,2.84,0,1,36102,0,0,4510,0,733400,43591.33478,3393.023128,404.5257591
1273,2004292000,600000,1574,6254,1938,2011,2011,1,2564,1574,2,7,3,1,1,1,1,Summer,Jul,Tudor,2132,101,1,R1,R,CL,G,W,1,1,42.29244,-71.14096,1055,West Roxbury,78,44,53,7858,108214,60,81,3,93,2.84,0,1,35833,0,0,5255,0,527200,42257.74185,3857.214887,522.8415083
1274,2004323000,640000,1606,6912,1955,2013,2013,1,2595,1606,2,7,3,2,1,1,1,Winter,Dec,Colonial,2132,101,1,R1,R,CL,G,M,1,0,42.29132,-71.14142,1277,West Roxbury,78,44,53,8137,108214,60,81,3,93,2.84,0,5,33318,0,0,4885,0,566000,42614.2789,3668.423088,345.0539735
1275,2004362000,634000,1920,6179,1925,0,1925,0,3222,1920,2,8,4,1,0,1,1,Summer,Jun,Colonial,2132,101,1,R1,R,CL,G,W,1,0,42.29166,-71.14412,613,West Roxbury,78,44,53,8757,108214,60,81,3,93,2.84,0,1,32641,0,0,5228,0,756800,43099.16764,3711.747954,732.657028
1276,2004422000,682000,1791,5500,1938,2010,2010,1,3116,1791,2,7,3,1,1,1,1,Summer,Jul,Colonial,2132,101,1,R1,R,CL,G,W,1,1,42.2922,-71.1418,963,West Roxbury,78,44,53,8101,108214,60,81,3,93,2.84,0,1,32552,0,0,5221,0,543400,42488.73566,3807.946679,635.0542749
1277,2004469000,0,1760,5046,1935,0,1935,0,2799,1760,2,9,4,1,0,1,1,Summer,Aug,Colonial,2132,101,1,R1,R,CL,H,W,1,0,42.29,-71.14221,1215,West Roxbury,78,44,53,8542,108214,60,81,3,93,2.84,0,5,48603,0,0,4482,0,657000,43087.3401,3493.475096,187.6173439
1278,2004538000,600000,2696,6297,1920,0,1920,0,4278,2656,2,11,4,2,0,2,0,Fall,Oct,Two Fam Stack,2132,104,0,R2,R,TF,H,M,1,0,42.29327,-71.13768,736,West Roxbury,78,44,53,6922,108214,60,81,3,93,2.84,0,5,32313,0,0,5450,0,648980,41382.23558,4101.396673,58.23103714
1279,2004636000,471000,2846,4042,1915,0,1915,0,4665,2846,2,12,6,2,0,2,0,Fall,Oct,Two Fam Stack,2131,104,0,R2,R,TF,H,W,1,0,42.28979,-71.14118,1441,Roslindale,88,65,65,8332,89107,64,51,4,87,2.91,0,5,31952,0,0,4328,0,657000,42924.46341,3462.745066,71.98122401
1280,2004654000,0,2887,3800,1920,1997,1997,0,4678,2887,2.5,12,4,3,0,3,0,Fall,Nov,Conventional,2131,105,0,R3,R,CV,G,A,1,0,42.28852,-71.13872,640,Roslindale,88,65,65,8004,89107,64,51,4,87,2.91,0,5,48612,0,0,3744,0,657000,42726.09066,3340.310323,877.2860189
1281,2004822000,620000,2153,5000,1899,1982,1982,0,4005,2153,2,10,4,2,0,2,1,Summer,Aug,Conventional,2131,104,0,R2,R,CV,G,M,1,0,42.28917,-71.13567,332,Roslindale,88,65,65,7192,109577,69,64,3,86,2.46,0,2,29371,0,0,3968,0,570980,41953.00286,3120.511582,1339.045873
1282,2004831000,530000,1634,6600,1919,0,1919,0,2855,1634,2,7,3,1,0,1,0,Summer,Jul,Colonial,2131,101,0,R1,R,CL,G,M,1,0,42.29193,-71.13818,1187,Roslindale,88,65,65,7251,109577,69,64,3,86,2.46,0,5,30916,0,0,4968,0,692980,41800.81291,3827.784285,164.0418108
1283,2004857000,649900,2397,5500,1910,0,1910,0,3621,2055,2,11,6,2,1,1,0,Fall,Sep,Colonial,2131,101,0,R1,R,CL,G,M,1,0,42.29116,-71.13787,1213,Roslindale,88,65,65,7306,109577,69,64,3,86,2.46,0,5,31473,0,0,4683,0,573000,41919.69805,3707.230209,413.1084606
1284,2004902000,535000,2359,4451,1905,0,1905,0,4032,2359,2,10,5,2,0,2,0,Summer,Jul,Conventional,2131,104,1,R2,R,CV,G,W,1,0,42.28933,-71.13406,461,Roslindale,88,65,65,6808,109577,69,64,3,86,2.46,0,2,31311,0,0,4088,0,631200,41591.2282,2982.617833,1626.700923
1285,2004945000,0,1360,5000,1935,0,1935,0,2527,1360,1.5,5,2,1,1,1,1,Fall,Oct,Cape,2131,101,1,R1,R,CP,G,B,1,0,42.29193,-71.13617,855,Roslindale,88,65,65,6768,109577,69,64,3,86,2.46,0,2,48602,0,0,4963,0,665980,41388.2107,3873.693788,571.2465423
1286,2004948010,515000,1550,5029,1991,0,1991,0,2589,1550,2,7,3,1,2,1,1,Spring,Mar,Colonial,2131,101,1,R1,R,CL,G,F,1,0,42.29239,-71.13688,862,Roslindale,88,65,65,6861,109577,69,64,3,86,2.46,0,2,31736,0,0,5126,0,665980,41424.44453,3961.338552,316.2940233
1287,2005005000,0,2113,3500,1910,2000,2000,0,3664,2113,2,7,4,2,0,1,1,Fall,Sep,Colonial,2131,101,1,R1,R,CL,H,M,1,0,42.29109,-71.13486,647,Roslindale,88,65,65,6617,109577,69,64,3,86,2.46,0,2,48559,0,0,4688,0,582200,41323.28355,3511.268363,1039.547856
1288,2005026000,580000,1498,4084,1889,2007,2007,1,2629,1498,2,7,4,2,0,1,0,Summer,Jul,Colonial,2131,101,1,R1,R,CL,G,F,1,0,42.29102,-71.13364,451,Roslindale,88,65,65,6354,116500,53,40,5,93,1.96,0,2,31593,0,0,4715,0,582200,41093.80125,3382.890317,1303.40075
1289,2005075020,800000,2895,5632,2005,0,2005,0,4660,2895,2.5,8,3,3,1,1,1,Summer,Jul,Colonial,2131,101,1,R1,R,CL,G,F,1,1,42.292057,-71.133261,89,Roslindale,88,65,65,6063,116500,53,40,5,93,1.96,0,2,31734,0,0,5106,0,501200,40765.77751,3653.372765,1103.01202
1290,2005089000,0,1731,6519,1940,1977,1977,0,3230,1731,1.5,9,3,1,1,1,0,Winter,Dec,Conventional,2131,101,1,R1,R,CV,G,W,1,0,42.29139,-71.13302,261,Roslindale,88,65,65,6140,116500,53,40,5,93,1.96,0,2,46935,0,0,4881,0,501200,40878.88949,3440.540889,1322.749394
1291,2005124000,450000,1078,7337,1960,0,1960,0,1764,1098,2,6,3,1,1,1,1,Summer,Aug,Colonial,2131,101,0,R1,R,CL,G,W,1,0,42.29428,-71.13532,107,Roslindale,88,65,65,6191,116500,53,40,5,93,1.96,0,2,32353,0,0,5833,0,687000,40656.75406,4186.061221,144.8822795
1292,2005132000,420000,1283,5645,1954,2002,2002,0,2828,1283,1,6,3,1,0,1,1,Summer,Jun,Cape,2131,101,1,R1,R,CP,G,M,1,0,42.29229,-71.13299,23,Roslindale,88,65,65,5956,116500,53,40,5,93,1.96,0,2,31958,0,0,5204,0,586400,40654.58426,3705.192824,1099.885452
1293,2005173000,0,2074,5100,1935,0,1935,0,3438,2074,2,7,3,2,1,1,1,Winter,Dec,Colonial,2131,101,1,R1,R,CL,L,W,1,0,42.29465,-71.13124,47,Roslindale,88,65,65,5127,116500,53,40,5,93,1.96,0,2,46586,0,0,6151,0,563200,39731.19968,3779.931759,873.3584763
1294,2005176000,789900,3383,5322,2008,0,2008,0,4635,3383,2,9,4,3,1,1,0,Spring,Apr,Colonial,2131,101,1,R1,,CL,G,F,1,1,42.294534,-71.130883,64,Roslindale,88,65,65,5059,116500,53,40,5,93,1.96,0,2,32530,0,0,6135,0,563200,39686.26894,3738.089226,972.8561922
1295,2005190000,450000,1941,7648,1920,0,1920,0,3723,1941,2,6,4,2,0,1,0,Winter,Dec,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.29257,-71.13072,117,Roslindale,88,65,65,5383,116500,53,40,5,93,1.96,0,2,34697,0,0,5463,0,597380,40128.61303,3381.090923,1481.721073
1296,2005236000,685000,3852,5272,1884,0,1884,0,6044,3852,2.5,17,5,3,0,3,0,Summer,Jul,Conventional,2131,105,1,R3,R,CV,G,M,1,0,42.28808,-71.129991,570,Roslindale,88,65,65,6303,72780,47,52,2,86,3,0,2,34686,0,0,4029,0,576200,41099.40718,2204.001128,2753.109276
1297,2005336000,625000,1693,5800,1920,0,1920,0,2615,1693,2,8,4,1,0,1,0,Summer,Jul,Colonial,2131,101,1,R1,R,CL,L,W,1,0,42.29154,-71.12903,200,Roslindale,88,65,65,5242,72780,47,52,2,86,3,0,2,36330,0,0,5277,0,582600,40044.41725,2915.659085,2072.792632
1298,2005340010,631000,1425,5700,1920,2012,2012,1,2405,1425,2,7,3,1,0,1,0,Fall,Nov,Colonial,2131,101,1,R1,R,CL,H,W,1,0,42.29128,-71.12865,186,Roslindale,88,65,65,5226,72780,47,52,2,86,3,0,2,35667,0,0,5234,0,581400,40033.72815,2810.201151,2212.590782
1299,2005355000,521000,1611,5004,1915,2008,2008,1,2898,1611,2,8,5,1,0,1,0,Fall,Nov,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.29141,-71.13091,118,Roslindale,88,65,65,5670,72780,47,52,2,86,3,0,2,36177,0,0,5045,0,561200,40450.72967,3185.454806,1729.661406
1300,2005403000,730000,2588,6000,1910,1984,1984,0,4440,2588,2,12,6,3,0,2,0,Fall,Oct,Conventional,2131,104,1,R2,R,CV,G,M,1,1,42.28967,-71.13089,752,Roslindale,88,65,65,6069,72780,47,52,2,86,3,0,2,36533,0,0,4453,0,597400,40877.14094,2737.097226,2174.210078
1301,2005406000,581000,1690,4000,1914,1984,1984,0,2275,1417,2,6,3,1,1,1,0,Winter,Jan,Colonial,2131,101,1,R1,R,CL,H,W,1,0,42.28993,-71.13128,663,Roslindale,88,65,65,6086,72780,47,52,2,86,3,0,2,36675,0,0,4503,0,618200,40889.75503,2875.481282,2033.16266
1302,2005464000,575000,2150,3008,1876,2009,2009,1,4200,2150,2,8,4,1,1,1,1,Fall,Sep,Colonial,2131,101,1,R1,R,CL,H,M,1,1,42.28888,-71.13323,415,Roslindale,88,65,65,6737,72780,47,52,2,86,3,0,2,36869,0,0,3979,0,609200,41536.83524,2796.523835,1903.51617
1303,2005599000,623000,1798,6865,1908,2011,2011,1,3180,1798,2,6,3,1,1,1,0,Fall,Oct,Colonial,2131,101,1,R1,R,CL,G,W,1,0,42.28726,-71.14188,1369,Roslindale,88,65,65,8971,89107,64,51,4,87,2.91,0,5,36875,0,0,3513,0,498690,43671.10044,3183.058757,584.7142695
1304,2005844010,1100000,3744,10290,2002,0,2002,0,6074,3232,2,8,4,2,1,1,1,Fall,Sep,Colonial,2132,101,1,R1,R,CL,G,F,1,1,42.288738,-71.149392,482,West Roxbury,78,44,53,10491,117266,63,84,2,96,3,0,1,37321,0,0,5065,0,689900,44877.75044,2797.902161,550.2838551
1305,2005938000,377500,2412,5390,1920,0,1920,0,4312,2412,2,10,4,2,0,2,0,Fall,Nov,Duplex,2132,104,1,R2,R,DX,G,M,1,0,42.28952,-71.15192,1195,West Roxbury,78,44,53,11007,81400,46,78,4,88,3,0,1,37654,0,0,5741,0,643100,45234.27663,2772.05771,727.2072484
1306,2006030000,668000,2880,5500,1915,1978,1978,0,4128,2422,2,10,4,2,0,2,0,Winter,Dec,Two Fam Stack,2132,104,0,R2,R,TF,H,W,1,0,42.2912,-71.15324,879,West Roxbury,78,44,53,11132,81400,46,78,4,88,3,0,1,37419,0,0,6430,0,473500,45141.65895,2928.376231,1360.571358
